folder,file,ptm,gene,other
PTM1001-1500,PTM1024,PTM1024,psbar2,P1410379
PTM1001-1500,PTM1025,PTM1025,psbaf,P1410302
PTM1001-1500,PTM1025,PTM1025,psbar2,P1410379
PTM1001-1500,PTM1027,PTM1027,psbaf,P1410302
PTM1001-1500,PTM1027,PTM1027,psbar2,P1410379
PTM1001-1500,PTM1030,PTM1030,psbaf,P1511398
PTM1001-1500,PTM1031,PTM1031,psbaf,P1511398
PTM1001-1500,PTM1032,PTM1032,psbaf,P1510813
PTM1001-1500,PTM1033,PTM1033,psbaf,P1510813
PTM1001-1500,PTM1035,PTM1035,psbaf,P1510813
PTM1001-1500,PTM1036,PTM1036,psbaf,P1510813
PTM1001-1500,PTM1037,PTM1037,psbaf,P1510813
PTM1001-1500,PTM1038,PTM1038,f57,P1511398
PTM1001-1500,PTM1038,PTM1038,gwsfn,P1511398
PTM1001-1500,PTM1038,PTM1038,gwsfn,P1511451
PTM1001-1500,PTM1038,PTM1038,gwsfn,P1511451
PTM1001-1500,PTM1038,PTM1038,gwsrx,P1511451
PTM1001-1500,PTM1038,PTM1038,gwsrx,P1511451
PTM1001-1500,PTM1038,PTM1038,psbar2,P1511398
PTM1001-1500,PTM1038,PTM1038,rbclrevnew,P1511391
PTM1001-1500,PTM1038,PTM1038,tlf5,P1511398
PTM1001-1500,PTM1038,PTM1038,tlr,P1511391
PTM1001-1500,PTM1039,PTM1039,psbaf,P1510813
PTM1001-1500,PTM1040,PTM1040,psbaf,P1510813
PTM1001-1500,PTM1041,PTM1041,psbaf,P1510813
PTM1001-1500,PTM1042,PTM1042,psbaf,P1510813
PTM1001-1500,PTM1043,PTM1043,psbaf,P1510813
PTM1001-1500,PTM1044,PTM1044,psbaf,P1511398
PTM1001-1500,PTM1044,PTM1044,psbaf,P1511409
PTM1001-1500,PTM1045,PTM1045,psbaf,P1511398
PTM1001-1500,PTM1045,PTM1045,psbaf,P1511409
PTM1001-1500,PTM1046,PTM1046,psbaf,P1511398
PTM1001-1500,PTM1047,PTM1047,psbaf,P1510813
PTM1001-1500,PTM1048,PTM1048,psbaf,P1510813
PTM1001-1500,PTM1049,PTM1049,f57,P1511398
PTM1001-1500,PTM1049,PTM1049,gwsfn,P1511398
PTM1001-1500,PTM1049,PTM1049,gwsfn,P1511451
PTM1001-1500,PTM1049,PTM1049,gwsfn,P1511451
PTM1001-1500,PTM1049,PTM1049,gwsfn,P1511460
PTM1001-1500,PTM1049,PTM1049,gwsrx,P1511451
PTM1001-1500,PTM1049,PTM1049,gwsrx,P1511451
PTM1001-1500,PTM1049,PTM1049,gwsrx,P1511460
PTM1001-1500,PTM1049,PTM1049,psbaf,P1510813
PTM1001-1500,PTM1049,PTM1049,psbar2,P1511398
PTM1001-1500,PTM1049,PTM1049,rbclrevnew,P1511391
PTM1001-1500,PTM1049,PTM1049,rbclrevnew,P1511394
PTM1001-1500,PTM1049,PTM1049,tlf5,P1511398
PTM1001-1500,PTM1049,PTM1049,tlr,P1511391
PTM1001-1500,PTM1050,PTM1050,psbaf,P1510813
PTM1001-1500,PTM1051,PTM1051,psbaf,P1510813
PTM1001-1500,PTM1052,PTM1052,psbaf,P1510813
PTM1001-1500,PTM1053,PTM1053,psbaf,P1510813
PTM1001-1500,PTM1054,PTM1054,psbaf,P1510813
PTM1001-1500,PTM1055,PTM1055,psbaf,P1510813
PTM1001-1500,PTM1056,PTM1056,f57,P1511398
PTM1001-1500,PTM1056,PTM1056,gwsfn,P1511451
PTM1001-1500,PTM1056,PTM1056,gwsfn,P1511451
PTM1001-1500,PTM1056,PTM1056,gwsrx,P1511451
PTM1001-1500,PTM1056,PTM1056,gwsrx,P1511451
PTM1001-1500,PTM1056,PTM1056,psbaf,P1510813
PTM1001-1500,PTM1056,PTM1056,psbar2,P1511448
PTM1001-1500,PTM1056,PTM1056,rbclrevnew,P1511391
PTM1001-1500,PTM1056,PTM1056,tlf5,P1511398
PTM1001-1500,PTM1056,PTM1056,tlr,P1511391
PTM1001-1500,PTM1057,PTM1057,psbaf,P1510813
PTM1001-1500,PTM1058,PTM1058,psbaf,P1511398
PTM1001-1500,PTM1059 (1),PTM1059,g0,P1511622
PTM1001-1500,PTM1059 (1),PTM1059,g04,P1511622
PTM1001-1500,PTM1059 (1),PTM1059,g07,P1511617
PTM1001-1500,PTM1059 (1),PTM1059,g07,P1511617
PTM1001-1500,PTM1059 (1),PTM1059,g4,P1511622
PTM1001-1500,PTM1059,PTM1059,f57,P1511398
PTM1001-1500,PTM1059,PTM1059,gwsfn,P1511398
PTM1001-1500,PTM1059,PTM1059,gwsrx,P1511451
PTM1001-1500,PTM1059,PTM1059,gwsrx,P1511451
PTM1001-1500,PTM1059,PTM1059,psbaf,P1510813
PTM1001-1500,PTM1059,PTM1059,psbar2,P1511398
PTM1001-1500,PTM1059,PTM1059,rbclrevnew,P1511391
PTM1001-1500,PTM1059,PTM1059,tlf5,P1511398
PTM1001-1500,PTM1059,PTM1059,tlr,P1511391
PTM1001-1500,PTM1060,PTM1060,f57,P1511398
PTM1001-1500,PTM1060,PTM1060,gwsfn,P1511451
PTM1001-1500,PTM1060,PTM1060,gwsfn,P1511451
PTM1001-1500,PTM1060,PTM1060,gwsrx,P1511451
PTM1001-1500,PTM1060,PTM1060,gwsrx,P1511451
PTM1001-1500,PTM1060,PTM1060,psbaf,P1510813
PTM1001-1500,PTM1060,PTM1060,psbar2,P1511398
PTM1001-1500,PTM1060,PTM1060,rbclrevnew,P1511391
PTM1001-1500,PTM1060,PTM1060,tlf5,P1511398
PTM1001-1500,PTM1060,PTM1060,tlr,P1511391
PTM1001-1500,PTM1060,PTM1060,tlr,P1511451
PTM1001-1500,PTM1060,PTM1060,tlr,P1511451
PTM1001-1500,PTM1061,PTM1061,psbaf,P1510813
PTM1001-1500,PTM1062,PTM1062,psbaf,P1510813
PTM1001-1500,PTM1063,PTM1063,psbaf,P1510813
PTM1001-1500,PTM1064,PTM1064,psbaf,P1510813
PTM1001-1500,PTM1065,PTM1065,psbaf,P1510813
PTM1001-1500,PTM1066,PTM1066,psbaf,P1510813
PTM1001-1500,PTM1067,PTM1067,psbaf,P1510813
PTM1001-1500,PTM1068,PTM1068,psbaf,P1510813
PTM1001-1500,PTM1069,PTM1069,psbaf,P1510813
PTM1001-1500,PTM1070 (1),PTM1070,ef2l,P1511544
PTM1001-1500,PTM1070 (1),PTM1070,ef2l3,P1511544
PTM1001-1500,PTM1070 (1),PTM1070,ef2l4cor,P1511544
PTM1001-1500,PTM1070 (1),PTM1070,ef2r2,P1511544
PTM1001-1500,PTM1070 (1),PTM1070,ef2r2,P1511548
PTM1001-1500,PTM1070 (1),PTM1070,ef2r3new,P1511544
PTM1001-1500,PTM1070 (1),PTM1070,ef2r4cor,P1511544
PTM1001-1500,PTM1070,PTM1070,f57,P1511398
PTM1001-1500,PTM1070,PTM1070,gwsfn,P1511398
PTM1001-1500,PTM1070,PTM1070,gwsrx,P1511451
PTM1001-1500,PTM1070,PTM1070,gwsrx,P1511451
PTM1001-1500,PTM1070,PTM1070,psbaf,P1510813
PTM1001-1500,PTM1070,PTM1070,psbar2,P1511398
PTM1001-1500,PTM1070,PTM1070,rbclrevnew,P1511391
PTM1001-1500,PTM1070,PTM1070,tlf5,P1511398
PTM1001-1500,PTM1070,PTM1070,tlr,P1511391
PTM1001-1500,PTM1071,PTM1071,psbaf,P1510813
PTM1001-1500,PTM1072,PTM1072,psbaf,P1510813
PTM1001-1500,PTM1074,PTM1074,psbaf,P1510813
PTM1001-1500,PTM1075,PTM1075,psbaf,P1510813
PTM1001-1500,PTM1076,PTM1076,psbaf,P1510813
PTM1001-1500,PTM1077,PTM1077,psbaf,P1510813
PTM1001-1500,PTM1079,PTM1079,psbaf,P1510813
PTM1001-1500,PTM1080,PTM1080,psbaf,P1510813
PTM1001-1500,PTM1081,PTM1081,psbaf,P1510813
PTM1001-1500,PTM1083,PTM1083,psbaf,P1510813
PTM1001-1500,PTM1084,PTM1084,psbaf,P1511398
PTM1001-1500,PTM1085,PTM1085,psbaf,P1510813
PTM1001-1500,PTM1086,PTM1086,psbaf,P1510813
PTM1001-1500,PTM1087,PTM1087,psbaf,P1510813
PTM1001-1500,PTM1088,PTM1088,m3f,P1511617
PTM1001-1500,PTM1088,PTM1088,m3f,P1511617
PTM1001-1500,PTM1089,PTM1089,psbaf,P1510893
PTM1001-1500,PTM1090,PTM1090,psbaf,P1510893
PTM1001-1500,PTM1091,PTM1091,m3f,P1511613
PTM1001-1500,PTM1091,PTM1091,m3f,P1511617
PTM1001-1500,PTM1091,PTM1091,m3f,P1511617
PTM1001-1500,PTM1092,PTM1092,psbaf,P1510893
PTM1001-1500,PTM1093,PTM1093,gwsfn,P1511398
PTM1001-1500,PTM1093,PTM1093,psbaf,P1510893
PTM1001-1500,PTM1094,PTM1094,gwsfn,P1511398
PTM1001-1500,PTM1094,PTM1094,psbaf,P1510893
PTM1001-1500,PTM1095,PTM1095,gwsfn,P1511398
PTM1001-1500,PTM1095,PTM1095,psbaf,P1510893
PTM1001-1500,PTM1096 (1),PTM1096,ef2l,P1511544
PTM1001-1500,PTM1096 (1),PTM1096,ef2l3,P1511544
PTM1001-1500,PTM1096 (1),PTM1096,ef2l4cor,P1511544
PTM1001-1500,PTM1096 (1),PTM1096,ef2r2,P1511544
PTM1001-1500,PTM1096 (1),PTM1096,ef2r3new,P1511544
PTM1001-1500,PTM1096 (1),PTM1096,ef2r4cor,P1511544
PTM1001-1500,PTM1096,PTM1096,f57,P1511398
PTM1001-1500,PTM1096,PTM1096,gwsfn,P1511398
PTM1001-1500,PTM1096,PTM1096,gwsrx,P1511451
PTM1001-1500,PTM1096,PTM1096,gwsrx,P1511451
PTM1001-1500,PTM1096,PTM1096,psbaf,P1510893
PTM1001-1500,PTM1096,PTM1096,psbar2,P1511398
PTM1001-1500,PTM1096,PTM1096,psbar2,P1511448
PTM1001-1500,PTM1096,PTM1096,rbclrevnew,P1511391
PTM1001-1500,PTM1096,PTM1096,tlf5,P1511398
PTM1001-1500,PTM1096,PTM1096,tlr,P1511391
PTM1001-1500,PTM1097,PTM1097,psbaf,P1510893
PTM1001-1500,PTM1098,PTM1098,psbaf,P1510893
PTM1001-1500,PTM1099,PTM1099,psbaf,P1510893
PTM1001-1500,PTM1100,PTM1100,psbaf,P1510893
PTM1001-1500,PTM1101,PTM1101,psbaf,P1510893
PTM1001-1500,PTM1102,PTM1102,psbaf,P1510893
PTM1001-1500,PTM1103,PTM1103,psbaf,P1510893
PTM1001-1500,PTM1104,PTM1104,f57,P1511398
PTM1001-1500,PTM1104,PTM1104,gwsfn,P1511398
PTM1001-1500,PTM1104,PTM1104,gwsrx,P1511451
PTM1001-1500,PTM1104,PTM1104,gwsrx,P1511451
PTM1001-1500,PTM1104,PTM1104,psbaf,P1510893
PTM1001-1500,PTM1104,PTM1104,psbar2,P1511398
PTM1001-1500,PTM1104,PTM1104,rbclrevnew,P1511391
PTM1001-1500,PTM1104,PTM1104,rbclrevnew,P1511451
PTM1001-1500,PTM1104,PTM1104,rbclrevnew,P1511451
PTM1001-1500,PTM1104,PTM1104,tlf5,P1511398
PTM1001-1500,PTM1104,PTM1104,tlr,P1511391
PTM1001-1500,PTM1105,PTM1105,psbaf,P1510893
PTM1001-1500,PTM1107,PTM1107,psbaf,P1510893
PTM1001-1500,PTM1108,PTM1108,psbaf,P1510893
PTM1001-1500,PTM1109 (1),PTM1109,ef2l,P1511544
PTM1001-1500,PTM1109 (1),PTM1109,ef2l3,P1511544
PTM1001-1500,PTM1109 (1),PTM1109,ef2l4cor,P1511544
PTM1001-1500,PTM1109 (1),PTM1109,ef2r2,P1511544
PTM1001-1500,PTM1109 (1),PTM1109,ef2r3new,P1511544
PTM1001-1500,PTM1109 (1),PTM1109,ef2r4cor,P1511544
PTM1001-1500,PTM1109,PTM1109,f57,P1511398
PTM1001-1500,PTM1109,PTM1109,gwsfn,P1511451
PTM1001-1500,PTM1109,PTM1109,gwsfn,P1511451
PTM1001-1500,PTM1109,PTM1109,gwsrx,P1511451
PTM1001-1500,PTM1109,PTM1109,gwsrx,P1511451
PTM1001-1500,PTM1109,PTM1109,rbclrevnew,P1511391
PTM1001-1500,PTM1109,PTM1109,tlf5,P1511398
PTM1001-1500,PTM1109,PTM1109,tlr,P1511391
PTM1001-1500,PTM1109,PTM1109,tlr,P1511451
PTM1001-1500,PTM1109,PTM1109,tlr,P1511451
PTM1001-1500,PTM1111,PTM1111,f57,P1511398
PTM1001-1500,PTM1111,PTM1111,gwsfn,P1511398
PTM1001-1500,PTM1111,PTM1111,gwsrx,P1511451
PTM1001-1500,PTM1111,PTM1111,gwsrx,P1511451
PTM1001-1500,PTM1111,PTM1111,psbaf,P1510893
PTM1001-1500,PTM1111,PTM1111,psbar2,P1511448
PTM1001-1500,PTM1111,PTM1111,rbclrevnew,P1511391
PTM1001-1500,PTM1111,PTM1111,tlf5,P1511398
PTM1001-1500,PTM1111,PTM1111,tlr,P1511391
PTM1001-1500,PTM1112,PTM1112,psbaf,P1510893
PTM1001-1500,PTM1113,PTM1113,psbaf,P1510893
PTM1001-1500,PTM1114,PTM1114,psbaf,P1510893
PTM1001-1500,PTM1115,PTM1115,psbaf,P1510893
PTM1001-1500,PTM1116,PTM1116,psbaf,P1510893
PTM1001-1500,PTM1117,PTM1117,psbaf,P1510893
PTM1001-1500,PTM1118 (1),PTM1118,ef2l,P1511544
PTM1001-1500,PTM1118 (1),PTM1118,ef2l3,P1511544
PTM1001-1500,PTM1118 (1),PTM1118,ef2l3,P1511548
PTM1001-1500,PTM1118 (1),PTM1118,ef2l4cor,P1511544
PTM1001-1500,PTM1118 (1),PTM1118,ef2r2,P1511544
PTM1001-1500,PTM1118 (1),PTM1118,ef2r3new,P1511544
PTM1001-1500,PTM1118 (1),PTM1118,ef2r4cor,P1511544
PTM1001-1500,PTM1118,PTM1118,f57,P1511398
PTM1001-1500,PTM1118,PTM1118,gwsfn,P1511398
PTM1001-1500,PTM1118,PTM1118,gwsrx,P1511451
PTM1001-1500,PTM1118,PTM1118,gwsrx,P1511451
PTM1001-1500,PTM1118,PTM1118,psbaf,P1510893
PTM1001-1500,PTM1118,PTM1118,psbar2,P1511448
PTM1001-1500,PTM1118,PTM1118,psbar2,P1511456
PTM1001-1500,PTM1118,PTM1118,rbclrevnew,P1511391
PTM1001-1500,PTM1118,PTM1118,tlf5,P1511398
PTM1001-1500,PTM1118,PTM1118,tlr,P1511391
PTM1001-1500,PTM1118,PTM1118,tlr,P1511448
PTM1001-1500,PTM1119,PTM1119,psbaf,P1510893
PTM1001-1500,PTM1120,PTM1120,psbaf,P1510893
PTM1001-1500,PTM1122 (1),PTM1122,ef2l,P1511544
PTM1001-1500,PTM1122 (1),PTM1122,ef2l3,P1511544
PTM1001-1500,PTM1122 (1),PTM1122,ef2l4cor,P1511544
PTM1001-1500,PTM1122 (1),PTM1122,ef2l4cor,P1511548
PTM1001-1500,PTM1122 (1),PTM1122,ef2r2,P1511544
PTM1001-1500,PTM1122 (1),PTM1122,ef2r3new,P1511544
PTM1001-1500,PTM1122 (1),PTM1122,ef2r3new,P1511544
PTM1001-1500,PTM1122 (1),PTM1122,ef2r4cor,P1511544
PTM1001-1500,PTM1122 (1),PTM1122,ef2r4cor,P1511548
PTM1001-1500,PTM1122,PTM1122,f57,P1511398
PTM1001-1500,PTM1122,PTM1122,gwsfn,P1511451
PTM1001-1500,PTM1122,PTM1122,gwsfn,P1511451
PTM1001-1500,PTM1122,PTM1122,gwsrx,P1511451
PTM1001-1500,PTM1122,PTM1122,gwsrx,P1511451
PTM1001-1500,PTM1122,PTM1122,psbaf,P1510893
PTM1001-1500,PTM1122,PTM1122,psbaf,P1511398
PTM1001-1500,PTM1122,PTM1122,psbaf,P1511409
PTM1001-1500,PTM1122,PTM1122,psbar2,P1511398
PTM1001-1500,PTM1122,PTM1122,rbclrevnew,P1511391
PTM1001-1500,PTM1122,PTM1122,tlf5,P1511398
PTM1001-1500,PTM1122,PTM1122,tlr,P1511391
PTM1001-1500,PTM1124,PTM1124,f57,P1511398
PTM1001-1500,PTM1124,PTM1124,gwsfn,P1511398
PTM1001-1500,PTM1124,PTM1124,gwsrx,P1511451
PTM1001-1500,PTM1124,PTM1124,gwsrx,P1511451
PTM1001-1500,PTM1124,PTM1124,psbaf,P1510893
PTM1001-1500,PTM1124,PTM1124,psbar2,P1511448
PTM1001-1500,PTM1124,PTM1124,rbclrevnew,P1511391
PTM1001-1500,PTM1124,PTM1124,tlf5,P1511398
PTM1001-1500,PTM1124,PTM1124,tlf5,P1511448
PTM1001-1500,PTM1124,PTM1124,tlr,P1511391
PTM1001-1500,PTM1124,PTM1124,tlr,P1511448
PTM1001-1500,PTM1125,PTM1125,psbaf,P1510893
PTM1001-1500,PTM1126,PTM1126,psbaf,P1510893
PTM1001-1500,PTM1127,PTM1127,psbaf,P1510893
PTM1001-1500,PTM1128,PTM1128,psbaf,P1510893
PTM1001-1500,PTM1130 (1),PTM1130,g0,P1511622
PTM1001-1500,PTM1130 (1),PTM1130,g04,P1511622
PTM1001-1500,PTM1130 (1),PTM1130,g07,P1511613
PTM1001-1500,PTM1130 (1),PTM1130,g07,P1511617
PTM1001-1500,PTM1130 (1),PTM1130,g07,P1511617
PTM1001-1500,PTM1130 (1),PTM1130,g4,P1511622
PTM1001-1500,PTM1130,PTM1130,f57,P1511398
PTM1001-1500,PTM1130,PTM1130,gwsfn,P1511398
PTM1001-1500,PTM1130,PTM1130,gwsfn,P1511451
PTM1001-1500,PTM1130,PTM1130,gwsfn,P1511451
PTM1001-1500,PTM1130,PTM1130,gwsrx,P1511451
PTM1001-1500,PTM1130,PTM1130,gwsrx,P1511451
PTM1001-1500,PTM1130,PTM1130,psbaf,P1510893
PTM1001-1500,PTM1130,PTM1130,psbar2,P1511398
PTM1001-1500,PTM1130,PTM1130,psbar2,P1511448
PTM1001-1500,PTM1130,PTM1130,rbclrevnew,P1511391
PTM1001-1500,PTM1130,PTM1130,tlf5,P1511398
PTM1001-1500,PTM1130,PTM1130,tlr,P1511391
PTM1001-1500,PTM1131,PTM1131,psbaf,P1510893
PTM1001-1500,PTM1132,PTM1132,f57,P1511398
PTM1001-1500,PTM1132,PTM1132,gwsfn,P1511398
PTM1001-1500,PTM1132,PTM1132,gwsfn,P1511451
PTM1001-1500,PTM1132,PTM1132,gwsfn,P1511451
PTM1001-1500,PTM1132,PTM1132,gwsrx,P1511451
PTM1001-1500,PTM1132,PTM1132,gwsrx,P1511451
PTM1001-1500,PTM1132,PTM1132,psbaf,P1510893
PTM1001-1500,PTM1132,PTM1132,psbar2,P1511398
PTM1001-1500,PTM1132,PTM1132,rbclrevnew,P1511391
PTM1001-1500,PTM1132,PTM1132,tlf5,P1511398
PTM1001-1500,PTM1132,PTM1132,tlr,P1511391
PTM1001-1500,PTM1133,PTM1133,psbaf,P1510893
PTM1001-1500,PTM1134,PTM1134 (1)/PTM1134,g0,P1511622
PTM1001-1500,PTM1134,PTM1134 (1)/PTM1134,g04,P1511622
PTM1001-1500,PTM1134,PTM1134 (1)/PTM1134,g07,P1511617
PTM1001-1500,PTM1134,PTM1134 (1)/PTM1134,g07,P1511617
PTM1001-1500,PTM1134,PTM1134 (1)/PTM1134,g4,P1511622
PTM1001-1500,PTM1134,PTM1134,f57,P1511398
PTM1001-1500,PTM1134,PTM1134,gwsfn,P1511398
PTM1001-1500,PTM1134,PTM1134,gwsrx,P1511451
PTM1001-1500,PTM1134,PTM1134,gwsrx,P1511451
PTM1001-1500,PTM1134,PTM1134,psbaf,P1510893
PTM1001-1500,PTM1134,PTM1134,psbar2,P1511398
PTM1001-1500,PTM1134,PTM1134,rbclrevnew,P1511391
PTM1001-1500,PTM1134,PTM1134,tlf5,P1511398
PTM1001-1500,PTM1134,PTM1134,tlr,P1511391
PTM1001-1500,PTM1135,PTM1135,psbaf,P1510893
PTM1001-1500,PTM1136,PTM1136,psbaf,P1510893
PTM1001-1500,PTM1137,PTM1137,f57,P1511398
PTM1001-1500,PTM1137,PTM1137,gwsfn,P1511398
PTM1001-1500,PTM1137,PTM1137,gwsrx,P1511451
PTM1001-1500,PTM1137,PTM1137,gwsrx,P1511451
PTM1001-1500,PTM1137,PTM1137,psbaf,P1510893
PTM1001-1500,PTM1137,PTM1137,psbar2,P1511398
PTM1001-1500,PTM1137,PTM1137,rbclrevnew,P1511391
PTM1001-1500,PTM1137,PTM1137,tlf5,P1511398
PTM1001-1500,PTM1137,PTM1137,tlr,P1511391
PTM1001-1500,PTM1138,PTM1138,psbaf,P1510893
PTM1001-1500,PTM1139,PTM1139,psbaf,P1510893
PTM1001-1500,PTM1140,PTM1140,psbaf,P1511266
PTM1001-1500,PTM1141,PTM1141,psbaf,P1511266
PTM1001-1500,PTM1142,PTM1142,psbaf,P1511266
PTM1001-1500,PTM1143,PTM1143,psbaf,P1511266
PTM1001-1500,PTM1144,PTM1144,f57,P1511398
PTM1001-1500,PTM1144,PTM1144,gwsfn,P1511398
PTM1001-1500,PTM1144,PTM1144,gwsrx,P1511451
PTM1001-1500,PTM1144,PTM1144,gwsrx,P1511451
PTM1001-1500,PTM1144,PTM1144,psbaf,P1511266
PTM1001-1500,PTM1144,PTM1144,psbaf,P1511448
PTM1001-1500,PTM1144,PTM1144,psbaf,P1511456
PTM1001-1500,PTM1144,PTM1144,psbar2,P1511448
PTM1001-1500,PTM1144,PTM1144,rbclrevnew,P1511391
PTM1001-1500,PTM1144,PTM1144,tlf5,P1511398
PTM1001-1500,PTM1144,PTM1144,tlr,P1511391
PTM1001-1500,PTM1145,PTM1145,psbaf,P1511266
PTM1001-1500,PTM1146,PTM1146,psbaf,P1511266
PTM1001-1500,PTM1147,PTM1147,psbaf,P1511266
PTM1001-1500,PTM1148,PTM1148,psbaf,P1511266
PTM1001-1500,PTM1149,PTM1149,psbaf,P1511266
PTM1001-1500,PTM1150,PTM1150,f57,P1511398
PTM1001-1500,PTM1150,PTM1150,gwsfn,P1511398
PTM1001-1500,PTM1150,PTM1150,gwsrx,P1511451
PTM1001-1500,PTM1150,PTM1150,gwsrx,P1511451
PTM1001-1500,PTM1150,PTM1150,gwsrx,P1511460
PTM1001-1500,PTM1150,PTM1150,psbaf,P1511266
PTM1001-1500,PTM1150,PTM1150,psbar2,P1511448
PTM1001-1500,PTM1150,PTM1150,rbclrevnew,P1511391
PTM1001-1500,PTM1150,PTM1150,tlf5,P1511398
PTM1001-1500,PTM1150,PTM1150,tlr,P1511391
PTM1001-1500,PTM1151,PTM1151,psbaf,P1511266
PTM1001-1500,PTM1152,PTM1152,psbaf,P1511266
PTM1001-1500,PTM1153,PTM1153,psbaf,P1511266
PTM1001-1500,PTM1154,PTM1154,psbaf,P1511266
PTM1001-1500,PTM1155,PTM1155,psbaf,P1511266
PTM1001-1500,PTM1156,PTM1156,psbaf,P1511266
PTM1001-1500,PTM1157,PTM1157,psbaf,P1511266
PTM1001-1500,PTM1158,PTM1158,psbaf,P1511266
PTM1001-1500,PTM1159,PTM1159,psbaf,P1511266
PTM1001-1500,PTM1160,PTM1160,psbaf,P1511266
PTM1001-1500,PTM1161,PTM1161,psbaf,P1511266
PTM1001-1500,PTM1162,PTM1162,psbaf,P1511266
PTM1001-1500,PTM1164,PTM1164,psbaf,P1511266
PTM1001-1500,PTM1165,PTM1165,psbaf,P1511266
PTM1001-1500,PTM1166,PTM1166,psbaf,P1511266
PTM1001-1500,PTM1167,PTM1167,f57,P1613012
PTM1001-1500,PTM1167,PTM1167,g0,P1613012
PTM1001-1500,PTM1167,PTM1167,g04,P1613012
PTM1001-1500,PTM1167,PTM1167,g07,P1613012
PTM1001-1500,PTM1167,PTM1167,g4,P1613012
PTM1001-1500,PTM1167,PTM1167,psbaf,P1511266
PTM1001-1500,PTM1169,PTM1169,psbaf,P1511266
PTM1001-1500,PTM1170,PTM1170,psbaf,P1410302
PTM1001-1500,PTM1171,PTM1171,psbaf,P1410302
PTM1001-1500,PTM1173,PTM1173,psbaf,P1410302
PTM1001-1500,PTM1174,PTM1174,f57,P1410467
PTM1001-1500,PTM1174,PTM1174,gwsfn,P1410467
PTM1001-1500,PTM1174,PTM1174,gwsrx,P1410467
PTM1001-1500,PTM1174,PTM1174,psbaf,P1410302
PTM1001-1500,PTM1174,PTM1174,psbar2,P1410467
PTM1001-1500,PTM1174,PTM1174,rbclrevnew,P1410467
PTM1001-1500,PTM1174,PTM1174,tlf5,P1410467
PTM1001-1500,PTM1174,PTM1174,tlr,P1410467
PTM1001-1500,PTM1176,PTM1176,psbaf,P1410302
PTM1001-1500,PTM1177,PTM1177,m3f,P1511617
PTM1001-1500,PTM1177,PTM1177,m3f,P1511617
PTM1001-1500,PTM1178,PTM1178,psbaf,P1410302
PTM1001-1500,PTM1178,PTM1178,psbar2,P1410379
PTM1001-1500,PTM1179,PTM1179,f57,P1410467
PTM1001-1500,PTM1179,PTM1179,gwsfn,P1410467
PTM1001-1500,PTM1179,PTM1179,gwsrx,P1410467
PTM1001-1500,PTM1179,PTM1179,psbaf,P1410302
PTM1001-1500,PTM1179,PTM1179,psbar2,P1410467
PTM1001-1500,PTM1179,PTM1179,rbclrevnew,P1410467
PTM1001-1500,PTM1179,PTM1179,tlf5,P1410467
PTM1001-1500,PTM1179,PTM1179,tlr,P1410467
PTM1001-1500,PTM1180,PTM1180,psbaf,P1410302
PTM1001-1500,PTM1181,PTM1181,psbaf,P1410302
PTM1001-1500,PTM1182,PTM1182,psbaf,P1410302
PTM1001-1500,PTM1182,PTM1182,psbar2,P1410379
PTM1001-1500,PTM1183,PTM1183,psbaf,P1410302
PTM1001-1500,PTM1184,PTM1184,psbaf,P1410302
PTM1001-1500,PTM1185,PTM1185,m3f,P1511749
PTM1001-1500,PTM1185,PTM1185,m3f,P1511755
PTM1001-1500,PTM1186,PTM1186,psbaf,P1511398
PTM1001-1500,PTM1187,PTM1187,psbaf,P1511398
PTM1001-1500,PTM1188,PTM1188,psbaf,P1511398
PTM1001-1500,PTM1189,PTM1189,m3f,P1511617
PTM1001-1500,PTM1189,PTM1189,m3f,P1511617
PTM1001-1500,PTM1190,PTM1190,psbaf,P1511266
PTM1001-1500,PTM1191,PTM1191,psbaf,P1511398
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,ef2l,P1511544
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,ef2l3,P1511544
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,ef2l4cor,P1511544
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,ef2r2,P1511544
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,ef2r4cor,P1511544
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,g0,P1511622
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,g04,P1511622
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,g07,P1511617
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,g07,P1511617
PTM1001-1500,PTM1192,PTM1192 (1)/PTM1192,g4,P1511622
PTM1001-1500,PTM1192,PTM1192,f57,P1511398
PTM1001-1500,PTM1192,PTM1192,gwsfn,P1511398
PTM1001-1500,PTM1192,PTM1192,gwsrx,P1511451
PTM1001-1500,PTM1192,PTM1192,gwsrx,P1511451
PTM1001-1500,PTM1192,PTM1192,psbaf,P1511266
PTM1001-1500,PTM1192,PTM1192,psbar2,P1511448
PTM1001-1500,PTM1192,PTM1192,rbclrevnew,P1511391
PTM1001-1500,PTM1192,PTM1192,tlf5,P1511398
PTM1001-1500,PTM1192,PTM1192,tlf5,P1511448
PTM1001-1500,PTM1192,PTM1192,tlr,P1511391
